id,text,term,polarity,from,to,category,polarity2
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",foods,positive,217,222,,
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",tastes,positive,228,234,,
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",sommlier,positive,128,136,,
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",captain,positive,163,170,,
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",back waiters,positive,175,187,,
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",,,,,food,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",,,,,ambience,positive
250,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",,,,,service,positive
227,Went with mommy (the only person who could afford taking me here).,,,,,anecdotes/miscellaneous,neutral
3653,My friends and I were on vacation in NY and was referred to Chance by a friend.,,,,,anecdotes/miscellaneous,neutral
2988,"Last time I went here, the waitress didn't come back after taking our order.",waitress,negative,27,35,,
2988,"Last time I went here, the waitress didn't come back after taking our order.",,,,,service,negative
3092,Try the tandoori salmon!,tandoori salmon,positive,8,23,,
3092,Try the tandoori salmon!,,,,,food,positive
1166,"I am completely hooked on this place, it is ridiculous.",,,,,anecdotes/miscellaneous,positive
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",atmosphere,positive,15,25,,
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",,,,,anecdotes/miscellaneous,negative
3686,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",,,,,ambience,positive
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",space,negative,12,17,,
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",service,positive,55,62,,
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",,,,,service,positive
1922,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",,,,,ambience,negative
2978,"Have recommended the place to friends, always gets good response.",,,,,anecdotes/miscellaneous,positive
2139,We will return many times for this oasis in mid-town.,,,,,anecdotes/miscellaneous,positive
2454,I love the atmorphere @ peep!,atmorphere,positive,11,21,,
2454,I love the atmorphere @ peep!,,,,,ambience,positive
1881,Enjoy!,,,,,anecdotes/miscellaneous,positive
633,We weren't!,,,,,anecdotes/miscellaneous,neutral
268,This is one of my favorite restaurants and it is not to be missed.,,,,,anecdotes/miscellaneous,positive
3613,(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,,,,,anecdotes/miscellaneous,neutral
1531,It could have been handled better.,,,,,anecdotes/miscellaneous,negative
603,The service was attentive and her suggestions of menu items was right on the mark.,service,positive,4,11,,
603,The service was attentive and her suggestions of menu items was right on the mark.,menu items,positive,49,59,,
603,The service was attentive and her suggestions of menu items was right on the mark.,,,,,service,positive
678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,positive,31,48,,
678,The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,,,,,food,positive
2690,Please be aware that it's CASH or AMEX only!,,,,,anecdotes/miscellaneous,neutral
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Pizza,positive,202,207,,
1830,"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",,,,,food,positive
1408,It's a rather cramped and busy restaurant and it closes early.,,,,,ambience,negative
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",environment,positive,4,15,,
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,37,41,,
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",service,negative,59,66,,
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",,,,,food,negative
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",,,,,service,negative
2521,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",,,,,ambience,positive
1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",crawfish boiled,positive,7,22,,
1918,"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.",,,,,food,positive
2930,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,neutral,55,66,,
2930,I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,,,,,anecdotes/miscellaneous,neutral
2166,They were served warm and had a soft fluffy interior.,,,,,food,positive
887,What came to our table was burned beyond recognition and stringy.,table,neutral,17,22,,
887,What came to our table was burned beyond recognition and stringy.,,,,,food,negative
2448,I had the Pad Thai and the noodles were sticky.,Pad Thai,negative,10,18,,
2448,I had the Pad Thai and the noodles were sticky.,noodles,negative,27,34,,
2448,I had the Pad Thai and the noodles were sticky.,,,,,food,negative
3244,"So I've never actually been to M proper, but I've had it delivered a few times.",delivered,neutral,57,66,,
3244,"So I've never actually been to M proper, but I've had it delivered a few times.",,,,,anecdotes/miscellaneous,neutral
1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",values for your money,positive,80,101,,
1478,"Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money.",,,,,price,positive
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",lunch,positive,53,58,,
1413,"Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison.",,,,,food,positive
3129,The hostess is rude to the point of being offensive.,hostess,negative,4,11,,
3129,The hostess is rude to the point of being offensive.,,,,,service,negative
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,35,39,,
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",wait building,negative,88,101,,
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",,,,,food,positive
2271,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",,,,,service,negative
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",corridor,negative,9,17,,
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",space,negative,34,39,,
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counters,negative,79,87,,
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",counter,negative,148,155,,
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",entrees,neutral,170,177,,
1554,"A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees.",,,,,ambience,negative
2306,The food is great.,food,positive,4,8,,
2306,The food is great.,,,,,food,positive
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,positive,10,16,,
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,positive,76,82,,
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,positive,87,92,,
1975,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,,,,,food,positive
3699,"Lunch came with pickels and slaw, no extra charge.",Lunch,positive,0,5,,
3699,"Lunch came with pickels and slaw, no extra charge.",pickels and slaw,neutral,16,32,,
3699,"Lunch came with pickels and slaw, no extra charge.",,,,,price,positive
2875,Decent wine at reasonable prices.,wine,positive,7,11,,
2875,Decent wine at reasonable prices.,prices,positive,26,32,,
2875,Decent wine at reasonable prices.,,,,,food,positive
2875,Decent wine at reasonable prices.,,,,,price,positive
2303,All conveniently delivered right to the door.,delivered,positive,17,26,,
2303,All conveniently delivered right to the door.,,,,,service,positive
2513,even the wine by the glass was good.,wine by the glass,positive,9,26,,
2513,even the wine by the glass was good.,,,,,food,positive
458,Nice Family owned traditional restaurant.,,,,,anecdotes/miscellaneous,positive
809,would have rather tried terrace in the sky or water club for that price,price,negative,66,71,,
809,would have rather tried terrace in the sky or water club for that price,,,,,anecdotes/miscellaneous,neutral
809,would have rather tried terrace in the sky or water club for that price,,,,,price,negative
141,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,positive,5,9,,
141,This dish is my favorite and I always get it when I go there and never get tired of it.,,,,,food,positive
3655,"I also ordered the Change Mojito, which was out of this world.",Change Mojito,positive,19,32,,
3655,"I also ordered the Change Mojito, which was out of this world.",,,,,food,positive
2098,Okay service.,service,neutral,5,12,,
2098,Okay service.,,,,,service,neutral
1624,The only thing more wonderful than the food (which is exceptional) is the service.,food,positive,39,43,,
1624,The only thing more wonderful than the food (which is exceptional) is the service.,service,positive,74,81,,
1624,The only thing more wonderful than the food (which is exceptional) is the service.,,,,,food,positive
1624,The only thing more wonderful than the food (which is exceptional) is the service.,,,,,service,positive
1928,We were very pleasantly surprised.,,,,,anecdotes/miscellaneous,positive
2377,"The food was just awful, ATROCIOUS actually.",food,negative,4,8,,
2377,"The food was just awful, ATROCIOUS actually.",,,,,food,negative
3209,I will never visit this restaurant again.,,,,,anecdotes/miscellaneous,negative
338,The soup for the udon was soy sauce and water.,soup for the udon,negative,4,21,,
338,The soup for the udon was soy sauce and water.,soy sauce,neutral,26,35,,
338,The soup for the udon was soy sauce and water.,water,neutral,40,45,,
338,The soup for the udon was soy sauce and water.,,,,,food,negative
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,positive,4,14,,
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,positive,45,53,,
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",filling pasta mains,positive,67,86,,
1630,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",,,,,food,positive
1907,The waitress suggested glasses of wine that went very well with the food.,waitress,positive,4,12,,
1907,The waitress suggested glasses of wine that went very well with the food.,food,neutral,68,72,,
1907,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,positive,23,38,,
1907,The waitress suggested glasses of wine that went very well with the food.,,,,,food,positive
1907,The waitress suggested glasses of wine that went very well with the food.,,,,,service,positive
1557,"(or sister, in my case!).",,,,,anecdotes/miscellaneous,neutral
3408,I've eaten at many different Indian restaurants.,,,,,anecdotes/miscellaneous,neutral
1535,"They might be all business at the counter when you give your order, but their food says I love you.",food,positive,78,82,,
1535,"They might be all business at the counter when you give your order, but their food says I love you.",counter,negative,34,41,,
1535,"They might be all business at the counter when you give your order, but their food says I love you.",,,,,food,positive
1535,"They might be all business at the counter when you give your order, but their food says I love you.",,,,,service,negative
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,29,34,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),positive,90,111,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,positive,113,127,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,positive,129,145,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,positive,147,152,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,positive,157,162,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,positive,177,181,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,positive,191,205,,
3202,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",,,,,food,positive
449,Try their plain pizza with fresh garlic or eggplant.,plain pizza,positive,10,21,,
449,Try their plain pizza with fresh garlic or eggplant.,garlic,positive,33,39,,
449,Try their plain pizza with fresh garlic or eggplant.,eggplant,positive,43,51,,
449,Try their plain pizza with fresh garlic or eggplant.,,,,,food,positive
1449,Don't go there!,,,,,anecdotes/miscellaneous,negative
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,negative,11,18,,
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",servers,conflict,81,88,,
927,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",,,,,service,conflict
585,Good luck getting a table.,getting a table,negative,10,25,,
585,Good luck getting a table.,,,,,anecdotes/miscellaneous,negative
1927,"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",,,,,anecdotes/miscellaneous,neutral
1367,Don't look down your nose at me like that...,,,,,anecdotes/miscellaneous,negative
701,Planet Thai is great!,,,,,anecdotes/miscellaneous,positive
345,The service is awful.,service,negative,4,11,,
345,The service is awful.,,,,,service,negative
293,Just don't do it.,,,,,anecdotes/miscellaneous,negative
1720,Just ignore the trendy wannabes.,,,,,anecdotes/miscellaneous,negative
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",takeout menu,positive,4,16,,
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",menu,positive,57,61,,
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",italian dishes,positive,76,90,,
1494,"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes, I can't wait!",,,,,food,positive
1085,"Trust me, it will be great, and all of it will be devoured in no time.",,,,,food,positive
2636,My girlfiends and I ate at O.G. again last night.,,,,,anecdotes/miscellaneous,neutral
1179,I wish they had one near my office- I would go everyday.,,,,,anecdotes/miscellaneous,positive
1976,Finally!,,,,,anecdotes/miscellaneous,positive
1315,Amma has the worst value for money I have experienced in NYC over the past 2 years.,,,,,price,negative
3194,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",Thai food,neutral,54,63,,
3194,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",,,,,anecdotes/miscellaneous,neutral
688,I think this would be a pretty good spot if it were not so overpriced and overrated.,,,,,price,negative
2393,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,positive,82,89,,
2393,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,,,,,service,positive
1278,The pizza is good though.,pizza,positive,4,9,,
1278,The pizza is good though.,,,,,food,positive
2201,bottles of wine are cheap and good.,bottles of wine,positive,0,15,,
2201,bottles of wine are cheap and good.,,,,,price,positive
2201,bottles of wine are cheap and good.,,,,,food,positive
624,You will not be disapointed at all.,,,,,anecdotes/miscellaneous,positive
3252,Walk-ins are risky too.,,,,,anecdotes/miscellaneous,negative
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,positive,28,33,,
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,positive,98,102,,
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,positive,160,176,,
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",dish,positive,140,144,,
620,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",,,,,food,positive
3541,They didn't give us the dinner special until we asked for it.,dinner special,negative,24,38,,
3541,They didn't give us the dinner special until we asked for it.,,,,,service,negative
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,positive,18,34,,
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,positive,70,93,,
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,positive,98,105,,
865,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,,,,,food,positive
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",pasta dishes,positive,30,42,,
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",tiramisu,positive,80,88,,
375,"word of advice, save room for pasta dishes and never leave until you've had the tiramisu.",,,,,food,positive
2126,Very good service and very good prices.,service,positive,10,17,,
2126,Very good service and very good prices.,prices,positive,32,38,,
2126,Very good service and very good prices.,,,,,service,positive
2126,Very good service and very good prices.,,,,,price,positive
2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,neutral,60,65,,
2078,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,,,,,anecdotes/miscellaneous,positive
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,positive,4,11,,
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,positive,50,55,,
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",menu,neutral,105,109,,
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",meal,neutral,124,128,,
846,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",,,,,service,positive
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,positive,63,68,,
2158,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,,,,,food,positive
1578,Our food was great too!,food,positive,4,8,,
1578,Our food was great too!,,,,,food,positive
1282,Open late (well as late as I ever got there and I'm a night person),,,,,anecdotes/miscellaneous,positive
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",servers,negative,54,61,,
1319,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue.",,,,,service,negative
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",food,neutral,9,13,,
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",plate of dumplings,positive,56,74,,
1175,"Get your food to go, find a bench, and kick back with a plate of dumplings.",,,,,anecdotes/miscellaneous,positive
1115,"Please try the Filet Mignon, its just the most tender piece ever.",Filet Mignon,positive,15,27,,
1115,"Please try the Filet Mignon, its just the most tender piece ever.",,,,,food,positive
3396,"Everything we had was pretty good, but we have only been there once.",,,,,food,positive
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",sangria,neutral,52,59,,
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,29,32,,
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bar,neutral,86,89,,
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,negative,165,174,,
34,"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",,,,,anecdotes/miscellaneous,negative
798,Something about them being busy with holiday party's.,,,,,anecdotes/miscellaneous,negative
395,The sake menu should not be overlooked!,sake menu,positive,4,13,,
395,The sake menu should not be overlooked!,,,,,food,positive
1838,I would highly recommend.,,,,,anecdotes/miscellaneous,positive
176,This place is great.,,,,,anecdotes/miscellaneous,positive
3102,the drinks are amazing and half off till 8pm.,drinks,positive,4,10,,
3102,the drinks are amazing and half off till 8pm.,,,,,food,positive
3102,the drinks are amazing and half off till 8pm.,,,,,price,positive
984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,beef cubes,positive,62,72,,
984,i've been back to nha trang literally a hundred times for the beef cubes - they're that good.,,,,,food,positive
2138,"With so many poor experiences to be had in the theater district, is truly an excellent find!",,,,,anecdotes/miscellaneous,positive
1472,This has got to be one of the most overrated restaurants in Brooklyn.,,,,,anecdotes/miscellaneous,negative
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",service,positive,4,11,,
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive,13,27,,
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambiance,positive,29,37,,
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",,,,,food,positive
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",,,,,service,positive
1969,"The service, wine selection, ambiance are all outstanding and deserve recognition.",,,,,ambience,positive
1674,"Went there last night for 2 year anniversery, and wasn't all that impressed.",,,,,anecdotes/miscellaneous,negative
1330,It was rather pathetic that it took them over an hour to seat us.,,,,,service,negative
763,"We were seated promptly as we had reservations, however after that the service was slow.",reservations,positive,34,46,,
763,"We were seated promptly as we had reservations, however after that the service was slow.",service,negative,71,78,,
763,"We were seated promptly as we had reservations, however after that the service was slow.",,,,,service,conflict
332,At first I was slightly skeptical because it was a sushi restaurant in the middle of NYC.,,,,,anecdotes/miscellaneous,neutral
754,"It's really also the service, is good and the waiters are friendly.",service,positive,21,28,,
754,"It's really also the service, is good and the waiters are friendly.",waiters,positive,46,53,,
754,"It's really also the service, is good and the waiters are friendly.",,,,,service,positive
2248,Suan was a recommendation that I am glad we heeded.,,,,,anecdotes/miscellaneous,positive
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",food,conflict,4,8,,
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",dessert,negative,89,96,,
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",portions,negative,58,66,,
691,"The food was pretty good, but a little flavorless and the portions very small, including dessert.",,,,,food,conflict
3363,We visit at least once a month.,,,,,anecdotes/miscellaneous,neutral
999,"It is set far from the small street it's on, and there is no traffic noise.",traffic noise,positive,61,74,,
999,"It is set far from the small street it's on, and there is no traffic noise.",,,,,ambience,positive
2503,"Also, the place is popular with families, so if you're bothered by children running loose like wild animals, come later at night to avoid them.",,,,,ambience,neutral
1310,I'll keep this short.,,,,,anecdotes/miscellaneous,neutral
940,I felt as though I were eating in Paris.,,,,,ambience,positive
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive,50,54,,
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,,,,,anecdotes/miscellaneous,neutral
247,Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,,,,,food,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,positive,45,49,,
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,positive,55,63,,
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,positive,78,85,,
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",,,,,food,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",,,,,service,positive
2823,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",,,,,ambience,positive
3628,"However, it's not worth a special trip.",,,,,anecdotes/miscellaneous,negative
349,Nice value.,,,,,price,positive
987,Gigino's in Wagner Park is so enjoyable.,,,,,anecdotes/miscellaneous,positive
1611,And it was quick which is very important.,,,,,service,positive
2649,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,dinner meeting,neutral,82,96,,
2649,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,,,,,anecdotes/miscellaneous,positive
2396,All the NYU students love this place so it makes for a fun young atmosphere.,atmosphere,positive,65,75,,
2396,All the NYU students love this place so it makes for a fun young atmosphere.,,,,,ambience,positive
139,The food here does a great service to the name (Cantonese that is...).,food,positive,4,8,,
139,The food here does a great service to the name (Cantonese that is...).,Cantonese,positive,48,57,,
139,The food here does a great service to the name (Cantonese that is...).,,,,,food,positive
841,"But, nothing stands out about the cooking.",cooking,neutral,34,41,,
841,"But, nothing stands out about the cooking.",,,,,food,neutral
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive,40,44,,
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,atmosphere,positive,79,89,,
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,,,,,ambience,positive
3477,Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,,,,,food,positive
442,"If that's a problem, go to McDonald's and destroy your insides.",,,,,anecdotes/miscellaneous,negative
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,Prix Fixe menu,positive,4,18,,
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quantity,positive,78,86,,
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,quality,positive,91,98,,
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,,,,,food,positive
90,The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).,,,,,price,positive
298,I've been here 3 times for lunch and it is one of my favorites in the city.,lunch,neutral,27,32,,
298,I've been here 3 times for lunch and it is one of my favorites in the city.,,,,,anecdotes/miscellaneous,positive
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",eggs benedict,negative,12,25,,
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",hollondaise sauce,negative,99,116,,
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",brunch,neutral,30,36,,
1104,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",,,,,food,negative
2563,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,positive,39,46,,
2563,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",,,,,food,positive
1280,Always busy but fast moving.,,,,,ambience,conflict
2790,Too bad the food wasn't of the same heritage.,food,negative,12,16,,
2790,Too bad the food wasn't of the same heritage.,,,,,food,negative
323,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,positive,4,8,,
